Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02,17.44774656423249,17.44774656423249,16.672291372672543,16.94923973083496,8100,0.0,0.0
2020-01-03,17.060018838442222,17.060018838442222,16.506122109187938,16.561511993408203,3870,0.0,0.0
2020-01-06,16.561511606817916,16.94923973083496,16.339953131582806,16.94923973083496,15040,0.0,0.0
2020-01-07,16.838460828710346,16.838460828710346,16.61690234211038,16.72768211364746,2620,0.0,0.0
2020-01-08,16.616899158169645,17.226185671930665,16.616899158169645,17.004627227783203,11070,0.0,0.0
2020-01-09,17.11540724254703,17.11540724254703,16.45073185880655,16.506120681762695,24940,0.0,0.0
2020-01-10,16.395341979376322,16.7276801994836,16.395341979376322,16.506120681762695,10970,0.0,0.0
2020-01-13,16.506121158907785,16.838459388622017,16.395342453319113,16.672290802001953,4050,0.0,0.0
2020-01-14,16.783068429354795,16.838458306827636,16.39534139999298,16.45073127746582,94910,0.0,0.0
2020-01-15,16.561511039939173,16.727680683033345,16.4507323343505,16.672290802001953,25030,0.0,0.0
2020-01-16,16.06300365521452,16.45073175224036,15.952223897071688,16.395341873168945,28010,0.0,0.0
2020-01-17,16.06300365521452,16.506120574837706,15.786055316331511,16.395341873168945,12900,0.0,0.0
2020-01-21,16.28456199323999,16.28456199323999,15.841445076930707,15.952223777770996,13630,0.0,0.0
2020-01-22,15.896835595673581,15.952224420086925,15.176769257084969,15.287549018859863,36850,0.0,0.0
2020-01-23,15.232157830025155,15.564496030338688,15.010599381974139,15.453716278076172,9390,0.0,0.0
2020-01-24,15.453718085576472,15.453718085576472,15.065991020256298,15.342939376831055,7580,0.0,0.0
2020-01-27,15.23215611775716,15.23215611775716,14.84442808489742,14.955207824707031,6340,0.0,0.0
2020-01-28,15.232156933902349,15.232156933902349,14.567480572378846,14.622870445251465,19210,0.0,0.0
2020-01-29,14.789042573364217,15.121379754045012,14.622872926549686,14.899821281433105,8080,0.0,0.0
2020-01-30,14.678262442046146,15.509107485935552,14.678262442046146,15.287549018859863,9350,0.0,0.0
2020-01-31,15.121377188157114,15.398325496046247,14.622870445251463,14.622870445251465,7860,0.0,0.0
2020-02-03,14.56748058871533,14.95520864278451,14.512091772254552,14.733650207519531,8270,0.0,0.0
2020-02-04,14.844430335328823,15.121378670364615,14.401313421861179,14.678261756896973,12320,0.0,0.0
2020-02-05,14.678264602110655,14.955212990829724,14.678264602110655,14.789044380187988,10970,0.0,0.0
2020-02-06,14.955209107060568,14.955209107060568,14.456702348120015,14.56748104095459,5140,0.0,0.0
2020-02-07,14.622871878595001,14.67826175689697,14.235144843429326,14.678261756896973,11290,0.0,0.0
2020-02-10,14.622873618870916,14.622873618870916,14.01358699798584,14.01358699798584,19870,0.0,0.0
2020-02-11,14.179755981325869,14.899821281433104,13.90280762644245,14.899821281433105,18560,0.0,0.0
2020-02-12,14.955211633648265,15.176770113222295,14.844431865624168,15.065991401672363,12800,0.0,0.0
2020-02-13,14.844432340028822,15.453718970684868,14.844432340028822,15.010601997375488,42230,0.0,0.0
2020-02-14,15.010601517660314,15.287549881246393,14.844431865624168,15.065991401672363,4340,0.0,0.0
2020-02-18,15.065987564516641,15.12137637794755,14.733649401561705,14.955207824707031,2170,0.0,0.0
2020-02-19,15.0106002263884,15.0106002263884,13.958196746588094,14.068975448608398,19350,0.0,0.0
2020-02-20,13.847416751789595,14.78904151350091,13.40429983832195,14.678261756896973,79800,0.0,0.0
2020-02-21,14.678262504896395,14.733652386021015,14.124365806598417,14.235145568847656,6960,0.0,0.0
2020-02-24,13.847418226938075,14.124366591476836,13.45969009399414,13.45969009399414,15930,0.0,0.0
2020-02-25,13.293520608859753,13.570468954877665,12.407285690307617,12.407285690307617,31530,0.0,0.0
2020-02-26,12.407284973343637,12.62884342606023,11.853388313315136,11.908778190612793,13360,0.0,0.0
2020-02-27,11.908779338250183,11.908779338250183,10.80098591143621,10.967154502868652,22200,0.0,0.0
2020-02-28,10.967154301129899,11.410272297588897,10.524037361145018,10.52403736114502,28350,0.0,0.0
2020-03-02,11.188714033410756,11.576441098911163,10.967154502868652,10.967154502868652,27330,0.0,0.0
2020-03-03,11.133325026435301,11.2441037439452,10.745596873965098,10.856376647949219,16570,0.0,0.0
2020-03-04,10.856374472080574,11.022543043278509,10.19169807434082,10.19169807434082,30480,0.0,0.0
2020-03-05,10.191699312630954,10.41325778663886,9.693192481994629,9.693192481994629,17290,0.0,0.0
2020-03-06,9.693192882455774,10.136309848778366,9.305464744567871,9.305464744567871,21690,0.0,0.0
2020-03-09,8.862347194269502,8.917737075528509,7.477605445164892,7.699163913726807,29410,0.0,0.0
2020-03-10,8.031501081306583,8.253059520530591,7.588383674621581,7.588383674621582,17170,0.0,0.0
2020-03-11,7.3668259433132635,7.532995052817795,6.757539384542325,7.034487724304199,30720,0.0,0.0
2020-03-12,7.2006574436354205,7.2006574436354205,5.538967264334938,5.98208475112915,77550,0.0,0.0
2020-03-13,6.369811650919285,6.64675998356795,6.092863318270621,6.591370105743408,42800,0.0,0.0
2020-03-16,6.868319180909452,6.868319180909452,4.431173801422119,4.431173801422119,41800,0.0,0.0
2020-03-17,5.428187895564406,5.538967132568359,4.1542253494262695,4.1542253494262695,82790,0.0,0.0
2020-03-18,5.262019077936809,5.262019077936809,3.323380470275879,3.323380470275879,50710,0.0,0.0
2020-03-19,3.9880555835472262,6.037472984847066,3.9880555835472262,4.708121299743652,59070,0.0,0.0
2020-03-20,4.985070710131644,5.926695071953534,4.929680824279785,4.929680824279785,76520,0.0,0.0
2020-03-23,4.8742903131680935,5.151238620413588,4.4865627886717965,4.541952133178711,19520,0.0,0.0
2020-03-24,4.874290996423199,5.206628694761138,4.818901115915018,5.040460109710693,11430,0.0,0.0
2020-03-25,5.317407873822699,6.092862946646554,5.317407873822699,5.815914630889893,28690,0.0,0.0
