Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02,20.281384526206825,20.494190600144357,19.670722544180684,19.828014373779297,4173100,0.0,0.0
2020-01-03,19.652214889743426,19.883526272765028,19.189592123700223,19.208097457885742,4112400,0.0,0.0
2020-01-06,19.078563648118703,19.393145505443545,18.83799959800434,19.208097457885742,4134100,0.0,0.0
2020-01-07,19.18959184629101,19.504175463833956,19.050805371437537,19.356136322021484,4618900,0.0,0.0
2020-01-08,19.365386469400107,19.652212048747916,19.24510357934856,19.531930923461914,3837200,0.0,0.0
2020-01-09,19.550432697850795,19.716977136644044,19.1988402552159,19.522676467895508,2755100,0.0,0.0
2020-01-10,19.494923121682994,19.568942693822482,18.95828078248025,19.078563690185547,2978700,0.0,0.0
2020-01-13,19.152584896096865,19.596702366818324,18.87501015332149,19.47641944885254,4009700,0.0,0.0
2020-01-14,19.522686477197627,19.985309371137067,19.45791955440871,19.7447452545166,4663300,0.0,0.0
2020-01-15,19.513431385962,20.151851394506114,19.485673380454493,19.911287307739258,2693800,0.0,0.0
2020-01-16,19.95754776125388,20.531200822732004,19.88352818216954,20.37390899658203,5895400,0.0,0.0
2020-01-17,20.410916155605648,20.484935728350425,19.929789815147487,20.23512077331543,4348400,0.0,0.0
2020-01-21,20.003811511235707,20.04082041915357,19.559692262859308,19.568944931030273,3651700,0.0,0.0
2020-01-22,19.51343086800488,19.54118887277559,18.458651393442242,18.532670974731445,6915600,0.0,0.0
2020-01-23,18.319860442942794,18.560424487982402,17.773965449346335,18.458648681640625,3837100,0.0,0.0
2020-01-24,18.42163942831199,18.578931248114774,17.59817142363231,17.709199905395508,6210900,0.0,0.0
2020-01-27,17.172557830810547,17.403869230661638,16.8764795213637,17.172557830810547,5218000,0.0,0.0
2020-01-28,17.38536820784861,17.9312615679172,17.320599523994602,17.903505325317383,5749300,0.0,0.0
2020-01-29,17.866493225097656,18.125562645570607,17.67219248331748,17.866493225097656,2667200,0.0,0.0
2020-01-30,17.625923438545822,18.699207917184236,17.533400314166855,18.662199020385742,6835000,0.0,0.0
2020-01-31,18.47715370821891,18.800990016116366,18.27360031471252,18.35687255859375,6418100,0.0,0.0
2020-02-03,18.412386988290613,18.560426142315322,18.079299774117985,18.4679012298584,4382900,0.0,0.0
2020-02-04,18.87500953191332,19.494924142840258,18.671456139058915,19.263612747192383,5751400,0.0,0.0
2020-02-05,19.605954714018175,19.985305267983307,19.346885311285384,19.763246536254883,5799500,0.0,0.0
2020-02-06,19.920537412733793,19.9297900800456,19.300622820969444,19.30987548828125,4562000,0.0,0.0
2020-02-07,18.95828195092973,19.060059530681528,18.393881575602002,18.736223220825195,3914400,0.0,0.0
2020-02-10,18.6807070460934,18.865755086312305,18.28285120071244,18.347618103027344,3084400,0.0,0.0
2020-02-11,18.495655038312062,19.004541059029613,18.319857920990327,18.62518882751465,3700000,0.0,0.0
2020-02-12,18.84725212970688,19.10631974737994,18.745474557183446,18.828746795654297,2526200,0.0,0.0
2020-02-13,18.625191979298766,18.699211552049597,17.95901582454129,18.02378273010254,5452500,0.0,0.0
2020-02-14,17.672186754320283,17.94050699142739,17.255825635816436,17.348350524902344,8316700,0.0,0.0
2020-02-18,17.117044056931586,17.265083215702152,16.55264366114008,16.885732650756836,9032300,0.0,0.0
2020-02-19,16.950497370904497,17.237322983348296,16.894983134733447,17.033769607543945,5129400,0.0,0.0
2020-02-20,17.459386482162902,17.847989732211925,16.78395580521542,17.08928680419922,10674000,0.0,0.0
2020-02-21,16.97826171278448,17.89425489317779,16.894989445042686,17.755468368530273,10289100,0.0,0.0
2020-02-24,17.329851355518144,18.014532954558057,16.774703588393155,17.95901870727539,6743900,0.0,0.0
2020-02-25,18.042285760230687,18.171819554809918,16.700679190102168,16.7469425201416,8160100,0.0,0.0
2020-02-26,16.83947460124568,17.09854230095428,16.090024217689475,16.145540237426758,7583500,0.0,0.0
2020-02-27,15.747683256460379,16.284325726591913,15.285060376527461,15.312816619873047,8435500,0.0,0.0
2020-02-28,14.896455423022786,15.766186834291775,14.822435841091343,15.75693416595459,10253300,0.0,0.0
2020-03-02,15.86795697816718,16.339832305908203,15.636645646809743,16.339832305908203,6259700,0.0,0.0
2020-03-03,16.173291939358368,16.51563357250716,15.516368439897889,15.73842716217041,6850700,0.0,0.0
2020-03-04,15.970417027729278,15.970417027729278,15.422914498772103,15.859061241149902,4980000,0.05,0.0
2020-03-05,15.27443907028997,15.534272221303974,14.949649843983133,15.023887634277344,5986500,0.0,0.0
2020-03-06,14.717656452956701,14.717656452956701,13.112263043273552,13.270018577575684,12326700,0.0,0.0
2020-03-09,12.03581352956651,12.7967513258667,11.052161476435794,11.061441421508789,11130800,0.0,0.0
2020-03-10,12.035813903611684,12.128610702272733,10.671692909937157,11.729582786560059,10123100,0.0,0.0
2020-03-11,11.339835141582338,11.395513049724892,10.430420753738165,10.643855094909668,6191900,0.0,0.0
2020-03-12,9.87363598211795,9.966432778792077,8.9271028151456,8.992060661315918,9966000,0.0,0.0
2020-03-13,9.725160150225477,10.235545662743327,8.361039981567217,10.216986656188965,8048400,0.0,0.0
2020-03-16,8.750787961645877,9.418928059185179,8.630151333899663,9.233333587646484,5974300,0.0,0.0
2020-03-17,9.372529977563552,9.808676758501422,8.704389004127343,8.973501205444336,9859900,0.0,0.0
2020-03-18,8.296080979294118,8.351759767134778,6.031826498486229,6.505093097686768,11140100,0.0,0.0
2020-03-19,6.514372039411715,8.017689004269892,6.421574805159263,7.6279401779174805,9692700,0.0,0.0
2020-03-20,7.95273026632431,9.13125668853675,7.451624759513598,8.899263381958008,10596100,0.0,0.0
2020-03-23,8.611593746373279,9.40037156750539,8.518796928288873,8.555915832519531,5976500,0.0,0.0
2020-03-24,9.279732557630673,10.32834244284105,9.057019188643759,9.929313659667969,6575400,0.0,0.0
2020-03-25,10.152028318046527,10.486099298940939,9.149817145332038,10.08707046508789,7359200,0.0,0.0
2020-03-26,10.17058744983446,10.838728476680547,9.715880743154672,9.947874069213867,7391300,0.0,0.0
2020-03-27,9.38181082941568,9.641644020654187,8.834307262483497,9.186936378479004,6190400,0.0,0.0
2020-03-30,9.103418172176589,9.465327181248995,8.676550432385739,9.279732704162598,4505800,0.0,0.0
2020-03-31,10.003551499878744,10.254104704993276,9.641642494692329,10.040670394897461,7845900,0.0,0.0
2020-04-01,9.400371035525014,9.725161207916821,9.279734382356251,9.381811141967773,5447500,0.0,0.0
2020-04-02,9.53956436004809,10.365460836325372,8.96422107550076,9.112696647644043,6169500,0.0,0.0
2020-04-03,9.177656378911857,9.53956540438477,8.964222056852165,9.224054336547852,5030400,0.0,0.0
2020-04-06,9.873637625727861,10.79233111014195,9.771559981914455,10.513938903808594,7121700,0.0,0.0
2020-04-07,11.18207768252481,11.553266623320422,10.69953117450627,10.829447746276855,8002300,0.0,0.0
2020-04-08,10.662413513821807,11.144960077659844,10.61601466960902,10.950085639953613,4607700,0.0,0.0
