Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02,43.18304839781973,43.4254312407886,41.93986436539481,42.02587127685547,5145200,0.0,0.0
2020-01-03,41.525470166021265,41.908588061700776,40.97815590385632,40.9859733581543,5004300,0.0,0.0
2020-01-06,40.90779189406826,41.34564395394217,40.657591569175494,40.82178497314453,4293100,0.0,0.0
2020-01-07,40.88433035348436,41.490282961867955,40.64976795725127,40.8061408996582,5122800,0.0,0.0
2020-01-08,40.97816649289878,41.57239159964907,40.595045515595366,41.22836685180664,3629700,0.0,0.0
2020-01-09,41.243992893216614,41.494193180214936,40.509029922986876,40.8061408996582,2667800,0.0,0.0
2020-01-10,41.33001571823164,41.3378331753136,40.188476096341404,40.26666259765625,3277300,0.0,0.0
2020-01-13,40.266649897057825,40.970340117434205,40.243194550586246,40.931243896484375,2665500,0.0,0.0
2020-01-14,40.806145324167325,41.41601119964684,40.61849657988364,40.84524154663086,3689800,0.0,0.0
2020-01-15,40.80614654839733,41.16581212054029,40.423028610794084,40.86869812011719,2235400,0.0,0.0
2020-01-16,41.111075960217065,41.33781792342153,40.79050366828172,41.03288650512695,3765600,0.0,0.0
2020-01-17,41.07198199299144,41.72094108401399,40.989885297613206,41.70530319213867,3897500,0.0,0.0
2020-01-21,41.42383446162752,41.556755074866565,40.813971483276475,41.1267204284668,4156000,0.0,0.0
2020-01-22,41.22835411123157,41.283085236415424,39.627070519483105,39.77406311035156,5149600,0.0,0.0
2020-01-23,39.26585129259238,39.68024501515858,38.42924340970036,39.289306640625,5797600,0.0,0.0
2020-01-24,39.00001237756306,39.30494382699829,37.56135906583495,37.913204193115234,5919300,0.0,0.0
2020-01-27,36.990591349225646,37.201698436677106,36.46673235830021,36.888946533203125,4827000,0.0,0.0
2020-01-28,37.060958000985586,37.31115831466561,36.76384401000693,36.87330627441406,5813800,0.0,0.0
2020-01-29,38.29632532585071,39.0547467766816,37.99921130656284,38.835819244384766,6828000,0.0,0.0
2020-01-30,37.77246378383984,38.296319731931725,37.26424274476374,37.89756393432617,5644800,0.0,0.0
2020-01-31,37.29552480647991,37.42453519724962,35.90378204257862,36.02106475830078,7532200,0.0,0.0
2020-02-03,36.20870706302266,36.72474550888562,35.75521719530721,36.54491424560547,6364900,0.0,0.0
2020-02-04,37.25642682244845,37.82719646892952,37.09223044480139,37.569175720214844,5287000,0.0,0.0
2020-02-05,38.21814018561641,38.89055473487819,37.93666405033257,38.788909912109375,5403200,0.0,0.0
2020-02-06,38.78890737185847,38.8280006141714,37.9679373527941,38.46833801269531,5985200,0.0,0.0
2020-02-07,37.95229808812812,37.95229808812812,37.10005231295576,37.55353927612305,3802100,0.0,0.0
2020-02-10,37.37370701147332,38.09303515238202,37.37370701147332,37.67863845825195,2488300,0.0,0.0
2020-02-11,37.95229693210964,39.10165368921508,37.92102114729266,38.14776611328125,3705400,0.0,0.0
2020-02-12,38.851453515561225,39.38312992886875,38.30414219241202,38.609073638916016,2964200,0.0,0.0
2020-02-13,38.23377243994579,38.3041414633861,37.54572009770975,37.764644622802734,3302600,0.0,0.0
2020-02-14,37.92883576901277,38.26504297412409,37.82719394988444,38.02266311645508,3207000,0.0,0.0
2020-02-18,37.678635787305005,37.93665652097985,36.92725345009495,37.3267936706543,3594300,0.0,0.0
2020-02-19,37.3893446801951,37.75682769468963,37.06877534285615,37.186058044433594,5644900,0.0,0.0
2020-02-20,37.15478774447235,38.16340958253807,37.092236165697685,38.12431335449219,4154200,0.0,0.0
2020-02-21,37.983572130518674,38.13212763217135,37.59263377421094,37.764644622802734,3972800,0.0,0.0
2020-02-24,36.443277646892646,36.7794849050897,35.80995637346076,36.15398406982422,5075900,0.0,0.0
