Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02,48.66623721826904,49.570948676560356,48.63728578897325,49.42619705200195,2025939,0.0,0.0
2020-01-03,49.0064103393494,49.09326462852922,48.4635834562969,48.687950134277344,2579508,0.0,0.0
2020-01-06,47.94970703906372,48.05827351787589,47.139083588776096,47.96417999267578,3487724,0.0,0.0
2020-01-07,48.05103363747285,48.34778164079602,47.848379158091376,47.985897064208984,2090539,0.0,0.0
2020-01-08,47.08118575263046,47.797715670111856,47.08118575263046,47.57334899902344,3255451,0.0,0.0
2020-01-09,47.99312973022461,48.33330210828325,47.927993158385455,47.99312973022461,2462547,0.0,0.0
2020-01-10,48.05103421386897,48.181312883879876,47.64572525024414,47.64572525024414,2208935,0.0,0.0
2020-01-13,47.76876255258037,47.826665408207994,47.42135094073488,47.61677169799805,2040685,0.0,0.0
2020-01-14,47.47925169093017,47.616769586467576,46.827858398805574,46.87128829956055,3688288,0.0,0.0
2020-01-15,46.82786109358248,47.03775480656348,46.371888523815656,46.57454299926758,2744952,0.0,0.0
2020-01-16,46.509404740032785,46.921952913499595,46.400838268716235,46.603492736816406,2069301,0.0,0.0
2020-01-17,46.79167576662193,46.987091003779845,46.552830626379794,46.69758224487305,2847535,0.0,0.0
2020-01-20,46.68311039501714,47.153561449118456,46.56730467994956,46.9798583984375,1759143,0.0,0.0
2020-01-21,46.77719816627668,46.99433111999688,46.560070734476874,46.82786178588867,1879424,0.0,0.0
2020-01-22,46.97261841107477,47.04499422087667,46.37912793562668,46.43703079223633,2224051,0.0,0.0
2020-01-23,46.29951143952853,46.29951143952853,45.5685030829863,45.662593841552734,2925864,0.0,0.0
2020-01-24,46.031715831057355,46.37188820764097,45.937627831502,46.09685516357422,2597486,0.0,0.0
2020-01-27,45.25004677385681,45.5106041049149,44.76512001639645,44.967777252197266,3837023,0.0,0.0
2020-01-28,45.23557349062221,45.62640950821166,44.75788594499965,45.48165512084961,2592323,0.0,0.0
2020-01-29,45.50336268826619,45.90143514233686,45.3658475527756,45.6408805847168,1827442,0.0,0.0
2020-01-30,45.235572322722405,45.61193261576268,44.75064831268373,44.873687744140625,3644853,0.0,0.0
2020-01-31,45.11253514126876,45.213862386571755,44.034117828486124,44.200584411621094,3754056,0.0,0.0
2020-02-03,44.30915299320774,44.49733177754426,43.831465413472976,43.93279266357422,3027807,0.0,0.0
2020-02-04,44.22229439440249,45.06910574390835,44.0558278195848,44.866451263427734,3205911,0.0,0.0
2020-02-05,44.584178474265656,45.69878362636234,44.584178474265656,45.51784133911133,3217545,0.0,0.0
2020-02-06,45.98829068726959,46.54559048171933,45.45993955937821,45.55402755737305,3005582,0.0,0.0
2020-02-07,45.28623324446599,45.38756047867767,44.84473364314935,45.192142486572266,2651134,0.0,0.0
2020-02-10,45.15595483872401,45.44546359036226,45.0329154139018,45.373085021972656,1896644,0.0,0.0
2020-02-11,45.662600843328924,45.9448704013506,45.41651919462481,45.72050094604492,2549049,0.0,0.0
2020-02-12,45.82182196290496,46.62520333151324,45.71325549530278,46.21989440917969,2611126,0.0,0.0
