Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2020-01-02,123.62919671601298,123.99608456384102,121.57468074953741,121.75811767578125,75600,0.0,0.0,0.0
2020-01-03,120.55657411283121,121.12523270919823,119.8686752319336,119.8686752319336,80500,0.0,0.0,0.0
2020-01-06,119.6943908375931,120.07044553933535,119.28165435791016,119.28165435791016,49000,0.0,0.0,0.0
2020-01-07,119.26331133106375,119.95121015701174,119.01566383502798,119.18993377685547,35400,0.0,0.0,0.0
2020-01-08,119.15324898989623,119.8319668573509,118.77719428232226,119.51095581054688,50800,0.0,0.0,0.0
2020-01-09,119.79528704655176,119.89617943328157,119.3733696124078,119.58433532714844,36000,0.0,0.0,0.0
2020-01-10,119.85032428172862,120.18051629593887,119.01567030201127,119.1349105834961,53300,0.0,0.0,0.0
2020-01-13,119.34585122029264,120.68496704101562,119.23579189090117,120.68496704101562,47600,0.0,0.0,0.0
2020-01-14,120.5565675684902,121.12522613398792,120.29057217825958,120.529052734375,206700,0.0,0.0,0.0
2020-01-15,120.40063778323521,121.776435382053,120.40063778323521,121.29032135009766,50100,0.0,0.0,0.0
2020-01-16,121.58384236937555,122.10665228136705,121.30867999439789,121.86817169189453,79700,0.0,0.0,0.0
2020-01-17,121.98738284227323,122.39095236311053,121.73973536442556,122.21668243408203,44400,0.0,0.0,0.0
2020-01-21,121.47375892242844,121.47375892242844,120.61159018300702,120.85923767089844,45900,0.0,0.0,0.0
2020-01-22,121.06102522455517,121.07019217048908,120.28140096471634,120.34561157226562,80900,0.0,0.0,0.0
2020-01-23,119.71273367823663,120.32725489903298,118.42864757904773,120.18966674804688,43900,0.0,0.0,0.0
2020-01-24,120.43733075195372,120.43733075195372,118.630448617989,119.1349105834961,72200,0.0,0.0,0.0
2020-01-27,117.3188493226182,117.46560442377249,116.75935774538718,116.92445373535156,54000,0.0,0.0,0.0
2020-01-28,117.52980180610611,118.24521543476554,117.19043588070706,117.87834167480469,26400,0.0,0.0,0.0
2020-01-29,118.17185015389342,118.81388629815814,118.09847259521484,118.09847259521484,82500,0.0,0.0,0.0
2020-01-30,116.77768678029557,117.67654418945312,116.08978805821616,117.67654418945312,43600,0.0,0.0,0.0
2020-01-31,116.64928210991978,116.64928210991978,114.75068187568806,115.01667022705078,129200,0.0,0.0,0.0
2020-02-03,115.52114817493697,117.66738930417938,115.52114817493697,117.19962310791016,97700,0.0,0.0,0.0
2020-02-04,118.40115094202628,119.70357113188064,118.31860643595218,119.20829010009766,69000,0.0,0.0,0.0
2020-02-05,120.15299167739019,121.65719650956846,119.68522552673849,121.53795623779297,59400,0.0,0.0,0.0
2020-02-06,121.95988401719406,121.95988401719406,120.93262618957854,121.18025970458984,60300,0.0,0.0,0.0
2020-02-07,120.48317828772468,120.48317828772468,119.07069895769325,119.42840576171875,108500,0.0,0.0,0.0
2020-02-10,119.1624172048431,119.66687913557892,119.09822059293339,119.41006469726562,37300,0.0,0.0,0.0
2020-02-11,119.88700728765066,121.12521671253644,119.4284080942848,120.1438217163086,33700,0.0,0.0,0.0
2020-02-12,120.93259518771777,121.08851721119933,120.46481512193841,120.6941146850586,109200,0.0,0.0,0.0
