Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2020-01-02,26.78132287600577,26.836579584190314,26.523455310179415,26.615550994873047,33400,0.0,0.0,0.0
2020-01-03,26.25638159434245,26.376104763217572,26.155076158431743,26.2103328704834,292300,0.0,0.0,0.0
2020-01-06,26.155072916772983,26.210329621976125,26.053769249997053,26.109025955200195,13500,0.0,0.0,0.0
2020-01-07,25.952465057373047,26.026141253330806,25.897208349549494,25.952465057373047,11400,0.0,0.0,0.0
2020-01-08,25.91562632725428,26.072188464723954,25.832740386442158,25.998512268066406,19100,0.0,0.0,0.0
2020-01-09,25.989301238216807,26.081396918627526,25.980091494517836,26.026140213012695,10600,0.0,0.0,0.0
2020-01-10,26.05377242016602,26.136656609766412,25.93404749498251,26.01693344116211,42900,0.0,0.0,0.0
2020-01-13,26.007720806337197,26.219539642333984,26.007720806337197,26.219539642333984,13400,0.0,0.0,0.0
2020-01-14,26.062977237048422,26.17349240403369,26.062977237048422,26.109025955200195,29200,0.0,0.0,0.0
2020-01-15,26.02614296223735,26.099819163032777,25.9432570167701,26.03535270690918,14200,0.0,0.0,0.0
2020-01-16,26.07218998960397,26.22875213623047,26.07218998960397,26.22875213623047,11500,0.0,0.0,0.0
2020-01-17,26.265586632531416,26.34847256404601,26.237957403166924,26.284006118774414,9400,0.0,0.0,0.0
2020-01-21,26.15507545579925,26.15507545579925,25.84195116828633,25.924837112426758,46900,0.0,0.0,0.0
2020-01-22,26.0721899290173,26.109028907704605,26.03535270690918,26.03535270690918,7500,0.0,0.0,0.0
2020-01-23,25.7498542010549,25.970884545507253,25.713016981365556,25.952465057373047,7500,0.0,0.0,0.0
2020-01-24,25.98009203067948,25.99851151845755,25.574873839036076,25.648550033569336,5400,0.0,0.0,0.0
2020-01-27,25.1051889886746,25.22491215345861,25.00388355622564,25.1328182220459,25700,0.0,0.0,0.0
2020-01-28,25.234122408591336,25.307798609160013,25.21570291930437,25.289379119873047,6200,0.0,0.0,0.0
2020-01-29,25.445940017700195,25.53803570303916,25.409102797512066,25.445940017700195,10300,0.0,0.0,0.0
2020-01-30,25.224907980738635,25.363052368164062,25.02229890593559,25.363052368164062,17600,0.0,0.0,0.0
2020-01-31,25.10518591240687,25.10518591240687,24.635499542122723,24.736804962158203,16200,0.0,0.0,0.0
2020-02-03,24.80127337056749,24.948625762321978,24.80127337056749,24.865739822387695,14000,0.0,0.0,0.0
2020-02-04,25.26174864593623,25.344634581316342,25.215699928181184,25.234119415283203,19600,0.0,0.0,0.0
2020-02-05,25.639340785407796,25.952465057373047,25.639340785407796,25.952465057373047,16500,0.0,0.0,0.0
2020-02-06,26.02614120384603,26.02614120384603,25.77748338424422,25.823532104492188,13100,0.0,0.0,0.0
2020-02-07,25.5564538452827,25.5840830764028,25.326215522352225,25.344635009765625,10800,0.0,0.0,0.0
2020-02-10,25.36305642809459,25.455150359014784,25.36305642809459,25.409103393554688,25800,0.0,0.0,0.0
2020-02-11,25.61171049203055,25.84194881443142,25.61171049203055,25.749853134155273,16400,0.0,0.0,0.0
2020-02-12,25.897207508564072,25.989301433086315,25.85115878972394,25.943254470825195,9000,0.0,0.0,0.0
2020-02-13,25.73143512630601,25.795901574831486,25.60250047267608,25.639339447021484,16500,0.0,0.0,0.0
2020-02-14,25.657761664429227,25.749855596934466,25.482780030826778,25.58408546447754,13500,0.0,0.0,0.0
2020-02-18,25.390681319926557,25.390681319926557,25.123605785604273,25.252538681030273,12600,0.0,0.0,0.0
2020-02-19,25.409102526736618,25.48277872290683,25.2893776100981,25.335426330566406,15500,0.0,0.0,0.0
2020-02-20,25.35384712005611,25.602503197031087,25.35384712005611,25.58408546447754,460500,0.0,0.0,0.0
2020-02-21,25.381472088526337,25.56566344849007,25.381472088526337,25.556453704833984,257600,0.0,0.0,0.0
2020-02-24,24.72759664893705,24.72759664893705,24.451309602837437,24.497358322143555,225100,0.0,0.0,0.0
2020-02-25,24.534194492230803,24.534194492230803,23.65008019829551,23.67770767211914,16200,0.0,0.0,0.0
2020-02-26,24.02767127531855,24.184233403570005,23.659290313720703,23.659290313720703,13700,0.0,0.0,0.0
2020-02-27,23.2632797012762,23.54877472178765,22.86726951599121,22.86726951599121,54500,0.0,0.0,0.0
2020-02-28,22.259441922292538,22.692289352416992,22.102879786872364,22.692289352416992,45400,0.0,0.0,0.0
2020-03-02,22.710708123330132,23.364585876464844,22.508099030716888,23.364585876464844,12600,0.0,0.0,0.0
2020-03-03,23.475100107915694,23.825063356060856,23.069880151960948,23.097509384155273,31200,0.0,0.0,0.0
2020-03-04,23.484310196366952,23.825063705444336,23.281701093707948,23.825063705444336,9300,0.0,0.0,0.0
2020-03-05,23.235650905469328,23.33695632869134,22.802803494884422,22.977785110473633,28300,0.0,0.0,0.0
2020-03-06,22.544938019380663,22.839642815987602,22.35153865532454,22.683080673217773,18400,0.0,0.0,0.0
2020-03-09,21.227972793319683,21.449003130390267,20.822754607374637,21.04378318786621,9700,0.0,0.0,0.0
2020-03-10,21.90948149501346,21.90948149501346,20.970108636911025,21.872642517089844,55100,0.0,0.0,0.0
2020-03-11,21.089830406679557,21.089830406679557,20.039944197426127,20.34385871887207,14600,0.0,0.0,0.0
2020-03-12,18.769027489941962,18.94400910886647,17.894122908477456,18.041475296020508,16300,0.0,0.0,0.0
2020-03-13,18.824285495471297,19.634723607272914,18.198036985335108,19.50579071044922,23400,0.0,0.0,0.0
2020-03-16,17.479692818097075,18.170407777515255,17.102102114141456,17.249454498291016,12000,0.0,0.0,0.0
2020-03-17,17.599418404691264,18.37301932950708,17.240245417511677,18.36380958557129,19900,0.0,0.0,0.0
2020-03-18,17.037635180886777,17.66388367399362,16.503482364397808,17.010005950927734,28500,0.0,0.0,0.0
2020-03-19,16.78897953200819,17.81123833593918,16.60478991175286,17.60862922668457,28300,0.0,0.0,0.0
2020-03-20,17.92175102679823,18.179618592547364,17.074475646291965,17.111312866210938,18700,0.0,0.0,0.0
2020-03-23,17.000798788362168,17.000798788362168,16.116684374409704,16.22719955444336,29800,0.0,0.0,0.0
2020-03-24,16.908703691861287,17.746771081186704,16.890284203692165,17.728351593017578,42200,0.0,0.0,0.0
2020-03-25,17.88491324254819,18.851913509581838,17.498112784418925,18.234874725341797,78300,0.0,0.0,0.0
2020-03-26,18.557207948224466,19.247922897338867,18.557207948224466,19.247922897338867,24200,0.0,0.0,0.0
2020-03-27,18.50195233267086,19.128200871098237,18.234875026808986,18.621675491333008,10700,0.0,0.0,0.0
2020-03-30,18.861125368843084,19.23871612548828,18.649306506642944,19.23871612548828,17100,0.0,0.0,0.0
2020-03-31,19.174246486278648,19.487370733476077,19.00847461934131,19.266342163085938,15800,0.0,0.0,0.0
2020-04-01,18.520373232606612,18.842705513801512,18.400648308237773,18.529582977294922,8900,0.0,0.0,0.0
2020-04-02,18.391438642652,18.907173807940424,18.225668507287004,18.78744888305664,14000,0.0,0.0,0.0
2020-04-03,18.529584478248687,19.358442244965545,18.004639527967992,18.07831573486328,26100,0.0,0.0,0.0
2020-04-06,18.870332644606364,19.46895192999175,18.713770515513662,19.42290496826172,19800,0.0,0.0,0.0
