Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02,28.037804493126977,28.037804493126977,27.01260450241065,27.031415939331055,6896100,0.0,0.0
2020-01-03,26.73044512268888,27.18190892945243,26.674012595332865,26.711633682250977,5611400,0.0,0.0
2020-01-06,26.41065268265215,26.80662391900453,26.311895330466402,26.674007415771484,6972800,0.0,0.0
2020-01-07,26.62697981568922,27.01260531436192,26.495303341203154,26.777467727661133,6014800,0.0,0.0
2020-01-08,26.805686503933725,27.069041262779535,26.42946670126651,26.993797302246094,3684500,0.0,0.0
2020-01-09,27.08785286389724,27.134881463850792,26.692821594075678,27.022014617919922,3703200,0.0,0.0
2020-01-10,27.097262324611172,27.210129186123087,26.636392745190165,26.664609909057617,4498700,0.0,0.0
2020-01-13,26.655199960977072,26.899743293843365,26.481198629614415,26.880931854248047,4735100,0.0,0.0
2020-01-14,26.86212061326707,27.0784485822975,26.61757727859266,26.93736457824707,5370600,0.0,0.0
2020-01-15,26.94677177622852,27.172503683550616,26.782176154417947,26.97498893737793,6336800,0.0,0.0
2020-01-16,27.059636828010742,27.520506332400615,26.829201178837003,27.48288345336914,5847900,0.0,0.0
2020-01-17,26.768064525239563,26.927958170985132,25.987407735765906,26.617576599121094,8668600,0.0,0.0
2020-01-21,26.391846713442725,26.664607221462166,26.062653677334257,26.166114807128906,5514000,0.0,0.0
2020-01-22,26.166111693839127,26.570548650598248,25.865135854564667,26.485898971557617,8672900,0.0,0.0
2020-01-23,26.344818565966126,26.815093795360827,25.874543336571424,26.7586612701416,4139400,0.0,0.0
2020-01-24,26.626976532396174,26.669301364541667,26.06264603510871,26.288379669189453,4996200,0.0,0.0
2020-01-27,25.61118736309304,25.893353563892575,25.366644039983132,25.54534912109375,4195000,0.0,0.0
2020-01-28,25.67702649265585,25.940381263713807,25.39486207606044,25.92156982421875,5618800,0.0,0.0
2020-01-29,25.91216122716073,26.32600388031045,25.87454014630571,26.14729881286621,3499600,0.0,0.0
2020-01-30,26.278980734831165,27.69639026985054,25.95919343028886,27.50169563293457,9762200,0.0,0.0
2020-01-31,27.069043340821313,27.417046012269953,26.768065681624503,27.200719833374023,6788300,0.0,0.0
2020-02-03,27.332397117812217,28.461058439116723,27.106665212342858,28.329381942749023,9430800,0.0,0.0
2020-02-04,28.790247670305348,29.260522859724475,28.25883620395364,29.110034942626953,5853400,0.0,0.0
2020-02-05,28.517489346156744,29.824853897094727,27.92494335222271,29.824853897094727,5745300,0.0,0.0
2020-02-06,30.097613984759807,30.163452228318256,29.43922796126015,29.71198844909668,6383600,0.0,0.0
2020-02-07,29.542687622169563,29.561499060529414,28.96424934728537,29.194684982299805,3716100,0.0,0.0
2020-02-10,28.912522137946965,29.171173166505326,28.653871109388604,28.780845642089844,3416600,0.0,0.0
2020-02-11,28.837281650268785,29.486262075529122,28.602143997025266,28.696199417114258,3705400,0.0,0.0
