Date,CF,CTVA,DOW,IYM,MOS,UAN,VAW
2020-03-09,31.170000076293945,23.06999969482422,30.530000686645508,74.4800033569336,11.920000076293945,13.899999618530273,103.95999908447266
2020-03-10,30.729999542236328,25.90999984741211,31.399999618530273,77.48999786376953,12.640000343322754,13.699999809265137,107.68000030517578
2020-03-11,28.34000015258789,25.0,27.989999771118164,73.86000061035156,11.470000267028809,12.699999809265137,102.05000305175781
2020-03-12,24.420000076293945,22.34000015258789,23.670000076293945,66.87999725341797,9.6899995803833,10.800000190734863,92.27999877929688
2020-03-13,27.68000030517578,24.81999969482422,25.690000534057617,71.5999984741211,11.010000228881836,11.899999618530273,98.45999908447266
2020-03-16,24.0,20.739999771118164,22.0,64.5199966430664,9.949999809265137,8.0,87.55999755859375
2020-03-17,24.149999618530273,22.670000076293945,26.600000381469727,68.11000061035156,9.670000076293945,7.5,93.58999633789062
2020-03-18,21.139999389648438,21.56999969482422,26.440000534057617,62.86000061035156,7.010000228881836,6.0,86.38999938964844
2020-03-19,22.979999542236328,23.260000228881836,28.1200008392334,64.06999969482422,8.220000267028809,8.5,89.0199966430664
2020-03-20,22.25,22.530000686645508,27.440000534057617,62.2400016784668,9.59000015258789,8.899999618530273,85.68000030517578
2020-03-23,22.040000915527344,21.920000076293945,26.579999923706055,59.630001068115234,9.220000267028809,8.199999809265137,81.48999786376953
2020-03-24,25.6200008392334,22.329999923706055,28.469999313354492,66.30000305175781,10.699999809265137,9.100000381469727,91.12999725341797
2020-03-25,27.020000457763672,23.399999618530273,30.3799991607666,68.33000183105469,10.869999885559082,10.5,93.47000122070312
2020-03-26,28.25,24.139999389648438,29.68000030517578,70.75,10.720000267028809,11.399999618530273,97.73999786376953
2020-03-27,25.549999237060547,23.209999084472656,28.559999465942383,68.04000091552734,9.899999618530273,10.199999809265137,94.27999877929688
2020-03-30,26.6200008392334,24.09000015258789,28.649999618530273,70.05999755859375,10.0,9.0,97.41999816894531
2020-03-31,27.200000762939453,23.5,29.239999771118164,69.2699966430664,10.819999694824219,10.300000190734863,96.2300033569336
2020-04-01,25.850000381469727,22.510000228881836,27.040000915527344,66.06999969482422,10.109999656677246,9.199999809265137,91.80999755859375
2020-04-02,25.700000762939453,22.239999771118164,28.030000686645508,66.86000061035156,9.819999694824219,9.300000190734863,93.05000305175781
2020-04-03,25.770000457763672,22.6200008392334,27.969999313354492,65.80000305175781,9.9399995803833,9.300000190734863,90.68000030517578
2020-04-06,27.5,24.260000228881836,30.540000915527344,70.63999938964844,11.329999923706055,9.5,97.48999786376953
2020-04-07,28.959999084472656,24.530000686645508,32.33000183105469,72.7300033569336,11.670000076293945,9.5,99.62000274658203
2020-04-08,29.84000015258789,26.049999237060547,34.790000915527344,76.19000244140625,11.800000190734863,9.399999618530273,104.5199966430664
2020-04-09,31.010000228881836,27.93000030517578,36.560001373291016,79.87000274658203,12.970000267028809,9.699999809265137,109.1500015258789
2020-04-13,29.90999984741211,26.559999465942383,35.22999954223633,78.27999877929688,12.199999809265137,10.399999618530273,106.66000366210938
2020-04-14,30.049999237060547,26.440000534057617,35.369998931884766,78.83000183105469,12.180000305175781,10.5,107.87999725341797
2020-04-15,28.1200008392334,25.510000228881836,32.22999954223633,75.01000213623047,11.369999885559082,9.800000190734863,102.91999816894531
2020-04-16,26.920000076293945,25.15999984741211,31.6299991607666,74.91000366210938,10.829999923706055,9.199999809265137,102.44999694824219
2020-04-17,28.290000915527344,25.510000228881836,33.41999816894531,77.68000030517578,11.449999809265137,9.300000190734863,106.5
2020-04-20,27.549999237060547,24.6299991607666,31.530000686645508,76.13999938964844,11.140000343322754,9.199999809265137,103.88999938964844
2020-04-21,26.860000610351562,24.270000457763672,30.8799991607666,74.41999816894531,10.890000343322754,9.0,101.56999969482422
2020-04-22,27.309999465942383,24.940000534057617,31.84000015258789,76.01000213623047,11.039999961853027,8.699999809265137,103.41000366210938
2020-04-23,27.850000381469727,25.399999618530273,32.560001373291016,77.0999984741211,11.229999542236328,8.600000381469727,104.33000183105469
2020-04-24,28.0,26.270000457763672,33.119998931884766,78.23999786376953,11.329999923706055,8.600000381469727,105.95999908447266
2020-04-27,28.3700008392334,25.559999465942383,34.439998626708984,80.3499984741211,11.579999923706055,8.800000190734863,109.08999633789062
2020-04-28,28.040000915527344,26.190000534057617,35.869998931884766,81.7699966430664,11.529999732971191,8.899999618530273,111.16000366210938
2020-04-29,29.010000228881836,27.049999237060547,37.470001220703125,84.01000213623047,12.0,9.300000190734863,114.5999984741211
2020-04-30,27.5,26.190000534057617,36.689998626708984,81.12999725341797,11.510000228881836,9.800000190734863,110.97000122070312
2020-05-01,26.610000610351562,25.489999771118164,33.93000030517578,79.44000244140625,11.149999618530273,8.100000381469727,108.4000015258789
2020-05-04,26.280000686645508,25.420000076293945,33.060001373291016,79.69000244140625,10.979999542236328,8.0,108.8499984741211
2020-05-05,27.309999465942383,26.18000030517578,33.369998931884766,80.48999786376953,11.779999732971191,8.0,109.0199966430664
2020-05-06,26.270000457763672,25.010000228881836,31.959999084472656,79.19000244140625,10.800000190734863,8.300000190734863,107.16999816894531
2020-05-07,27.540000915527344,26.450000762939453,32.849998474121094,81.16000366210938,11.100000381469727,8.800000190734863,109.33999633789062
2020-05-08,29.030000686645508,25.979999542236328,34.33000183105469,83.16000366210938,11.90999984741211,10.0,112.41000366210938
2020-05-11,27.459999084472656,24.3799991607666,33.900001525878906,81.88999938964844,11.220000267028809,9.5,110.66000366210938
2020-05-12,26.09000015258789,23.25,33.790000915527344,80.27999877929688,10.819999694824219,9.600000381469727,108.62000274658203
2020-05-13,24.59000015258789,23.270000457763672,32.349998474121094,78.4000015258789,10.199999809265137,9.199999809265137,105.80000305175781
2020-05-14,24.6299991607666,23.31999969482422,33.5099983215332,79.23999786376953,10.399999618530273,9.0,107.1500015258789
2020-05-15,24.81999969482422,22.770000457763672,33.560001373291016,80.06999969482422,10.079999923706055,8.800000190734863,108.16999816894531
2020-05-18,26.389999389648438,24.010000228881836,36.7400016784668,84.12999725341797,10.960000038146973,9.199999809265137,113.6500015258789
2020-05-19,27.190000534057617,23.989999771118164,35.63999938964844,83.61000061035156,11.029999732971191,9.199999809265137,112.41999816894531
2020-05-20,27.510000228881836,25.09000015258789,36.18000030517578,85.16999816894531,11.720000267028809,9.300000190734863,114.44000244140625
2020-05-21,27.700000762939453,24.549999237060547,35.81999969482422,84.26000213623047,11.550000190734863,9.100000381469727,113.58000183105469
2020-05-22,27.59000015258789,24.540000915527344,36.119998931884766,83.94000244140625,11.5600004196167,9.199999809265137,113.43000030517578
2020-05-26,29.15999984741211,25.639999389648438,38.790000915527344,86.05000305175781,12.149999618530273,9.5,116.63999938964844
2020-05-27,29.969999313354492,25.799999237060547,39.81999969482422,86.80000305175781,12.9399995803833,9.399999618530273,118.66999816894531
2020-05-28,29.239999771118164,26.989999771118164,38.709999084472656,87.4800033569336,12.199999809265137,9.199999809265137,119.13999938964844
2020-05-29,29.3700008392334,27.309999465942383,38.599998474121094,87.5999984741211,12.09000015258789,9.100000381469727,119.0
2020-06-01,29.59000015258789,26.81999969482422,38.61000061035156,88.20999908447266,12.520000457763672,9.399999618530273,119.88999938964844
2020-06-02,30.90999984741211,28.010000228881836,40.599998474121094,89.79000091552734,12.640000343322754,9.600000381469727,121.94999694824219
2020-06-03,31.90999984741211,28.5,41.630001068115234,91.80000305175781,13.720000267028809,10.699999809265137,124.77999877929688
2020-06-04,31.75,30.170000076293945,42.709999084472656,92.37999725341797,13.859999656677246,12.5,125.4800033569336
2020-06-05,32.720001220703125,30.649999618530273,43.970001220703125,94.6500015258789,14.100000381469727,12.600000381469727,128.5399932861328
2020-06-08,32.97999954223633,30.010000228881836,45.900001525878906,95.30999755859375,14.979999542236328,13.0,129.3300018310547
2020-06-09,31.93000030517578,29.59000015258789,44.40999984741211,94.37000274658203,14.75,11.699999809265137,127.43000030517578
2020-06-10,30.8799991607666,29.139999389648438,43.58000183105469,93.2699966430664,14.09000015258789,11.300000190734863,125.83999633789062
2020-06-11,28.139999389648438,27.100000381469727,39.2599983215332,85.62000274658203,12.510000228881836,9.600000381469727,115.55000305175781
2020-06-12,29.399999618530273,27.540000915527344,41.22999954223633,87.33999633789062,13.279999732971191,10.0,118.0
2020-06-15,29.43000030517578,26.770000457763672,41.97999954223633,87.63999938964844,13.369999885559082,10.5,119.30000305175781
2020-06-16,30.809999465942383,27.81999969482422,42.25,89.45999908447266,13.640000343322754,10.899999618530273,121.8499984741211
2020-06-17,30.229999542236328,27.350000381469727,41.16999816894531,88.63999938964844,13.3100004196167,10.5,120.87999725341797
2020-06-18,29.989999771118164,27.479999542236328,41.58000183105469,88.43000030517578,13.09000015258789,10.0,120.52999877929688
2020-06-19,29.889999389648438,27.1299991607666,41.650001525878906,88.05999755859375,12.899999618530273,9.899999618530273,120.19000244140625
2020-06-22,30.149999618530273,27.579999923706055,41.7400016784668,88.68000030517578,13.050000190734863,9.800000190734863,120.04000091552734
2020-06-23,29.799999237060547,27.420000076293945,41.349998474121094,88.8499984741211,12.920000076293945,9.699999809265137,120.12000274658203
2020-06-24,27.84000015258789,26.06999969482422,38.45000076293945,85.94000244140625,11.970000267028809,9.399999618530273,116.5
2020-06-25,27.540000915527344,26.200000762939453,39.97999954223633,87.45999908447266,12.3100004196167,9.399999618530273,118.16000366210938
2020-06-26,27.450000762939453,25.920000076293945,39.79999923706055,86.12999725341797,12.079999923706055,9.100000381469727,116.31999969482422
2020-06-29,27.549999237060547,26.139999389648438,40.97999954223633,87.91999816894531,12.649999618530273,8.899999618530273,118.7300033569336
2020-06-30,28.139999389648438,26.790000915527344,40.7599983215332,89.23999786376953,12.510000228881836,8.5,120.63999938964844
2020-07-01,28.540000915527344,27.040000915527344,40.75,89.05999755859375,12.369999885559082,9.0,120.45999908447266
2020-07-02,29.3799991607666,27.56999969482422,41.59000015258789,90.7699966430664,12.850000381469727,8.899999618530273,122.62000274658203
2020-07-06,29.760000228881836,27.530000686645508,42.45000076293945,91.91999816894531,13.140000343322754,9.100000381469727,124.30999755859375
2020-07-07,29.219999313354492,27.139999389648438,41.689998626708984,92.11000061035156,12.869999885559082,8.199999809265137,123.94000244140625
2020-07-08,27.739999771118164,25.860000610351562,40.349998474121094,90.81999969482422,12.109999656677246,8.800000190734863,122.45999908447266
2020-07-09,26.899999618530273,25.75,39.439998626708984,90.08000183105469,11.680000305175781,8.600000381469727,120.9800033569336
2020-07-10,28.1200008392334,26.6200008392334,40.7599983215332,91.76000213623047,12.300000190734863,8.199999809265137,123.4800033569336
2020-07-13,29.75,26.84000015258789,41.2400016784668,91.80000305175781,12.949999809265137,8.600000381469727,123.19000244140625
2020-07-14,29.639999389648438,27.079999923706055,42.439998626708984,94.12999725341797,13.100000381469727,8.5,126.51000213623047
2020-07-15,30.639999389648438,27.940000534057617,43.33000183105469,96.0,13.40999984741211,8.800000190734863,128.8800048828125
2020-07-16,29.959999084472656,27.920000076293945,43.83000183105469,96.20999908447266,13.199999809265137,9.300000190734863,129.0500030517578
2020-07-17,30.360000610351562,28.350000381469727,43.66999816894531,97.01000213623047,13.40999984741211,9.199999809265137,130.1699981689453
2020-07-20,29.15999984741211,27.719999313354492,42.29999923706055,95.80000305175781,12.850000381469727,8.699999809265137,129.1699981689453
2020-07-21,29.799999237060547,28.350000381469727,43.040000915527344,96.80000305175781,13.270000457763672,8.899999618530273,130.27000427246094
2020-07-22,30.229999542236328,28.65999984741211,44.34000015258789,97.8499984741211,13.40999984741211,9.0,131.72000122070312
2020-07-23,30.3799991607666,28.670000076293945,42.81999969482422,97.63999938964844,13.539999961853027,9.0,131.5
2020-07-24,30.579999923706055,28.520000457763672,42.61000061035156,97.37000274658203,13.670000076293945,9.600000381469727,131.0500030517578
2020-07-27,31.360000610351562,28.809999465942383,44.0,99.08000183105469,14.0,9.5,133.19000244140625
2020-07-28,30.219999313354492,28.190000534057617,42.619998931884766,96.75,13.5,9.399999618530273,130.3699951171875
2020-07-29,31.360000610351562,28.809999465942383,43.52000045776367,97.6500015258789,13.979999542236328,9.5,131.69000244140625
2020-07-30,30.809999465942383,28.479999542236328,41.72999954223633,95.55000305175781,13.5,10.100000381469727,128.97999572753906
2020-07-31,31.329999923706055,28.559999465942383,41.060001373291016,95.87000274658203,13.470000267028809,10.0,128.97999572753906
2020-08-03,31.450000762939453,28.520000457763672,40.09000015258789,95.4800033569336,13.680000305175781,11.100000381469727,128.88999938964844
2020-08-04,32.380001068115234,28.709999084472656,41.31999969482422,96.37999725341797,15.529999732971191,9.600000381469727,130.32000732421875
2020-08-05,32.91999816894531,28.549999237060547,41.9900016784668,98.2699966430664,16.309999465942383,9.600000381469727,132.60000610351562
2020-08-06,33.38999938964844,25.420000076293945,42.04999923706055,97.72000122070312,16.139999389648438,9.5,131.97000122070312
2020-08-07,33.130001068115234,25.31999969482422,42.630001068115234,98.02999877929688,17.190000534057617,9.199999809265137,132.58999633789062
2020-08-10,34.880001068115234,25.420000076293945,44.79999923706055,99.05999755859375,18.399999618530273,9.5,133.99000549316406
2020-08-11,35.4900016784668,26.780000686645508,44.5,98.81999969482422,17.639999389648438,9.600000381469727,133.77999877929688
2020-08-12,34.880001068115234,26.360000610351562,44.279998779296875,99.44999694824219,17.40999984741211,9.600000381469727,134.75
2020-08-13,34.959999084472656,26.920000076293945,44.43000030517578,99.33000183105469,17.459999084472656,9.600000381469727,134.55999755859375
2020-08-14,35.099998474121094,27.8700008392334,44.869998931884766,99.43000030517578,17.829999923706055,9.5,134.82000732421875
2020-08-17,34.380001068115234,27.770000457763672,44.459999084472656,99.93000030517578,17.850000381469727,9.800000190734863,135.36000061035156
2020-08-18,34.4900016784668,28.399999618530273,44.709999084472656,99.58999633789062,18.280000686645508,10.100000381469727,134.75
2020-08-19,33.58000183105469,28.559999465942383,44.63999938964844,99.29000091552734,17.93000030517578,9.899999618530273,134.10000610351562
2020-08-20,33.099998474121094,28.799999237060547,43.689998626708984,98.93000030517578,17.809999465942383,9.399999618530273,133.6999969482422
2020-08-21,32.369998931884766,28.440000534057617,43.59000015258789,98.05000305175781,17.489999771118164,8.899999618530273,132.72000122070312
2020-08-24,33.56999969482422,28.540000915527344,46.119998931884766,100.08999633789062,18.5,9.100000381469727,135.05999755859375
2020-08-25,33.43000030517578,28.649999618530273,45.59000015258789,99.80999755859375,18.34000015258789,8.800000190734863,134.6300048828125
2020-08-26,33.4900016784668,29.229999542236328,46.34000015258789,100.75,18.469999313354492,8.699999809265137,135.58999633789062
2020-08-27,33.2400016784668,29.290000915527344,46.15999984741211,100.31999969482422,18.420000076293945,8.699999809265137,135.42999267578125
2020-08-28,33.209999084472656,29.520000457763672,46.04999923706055,101.69999694824219,18.90999984741211,9.300000190734863,136.97999572753906
2020-08-31,32.630001068115234,28.549999237060547,45.119998931884766,100.13999938964844,18.229999542236328,9.199999809265137,134.7899932861328
2020-09-01,33.40999984741211,29.440000534057617,47.27000045776367,102.68000030517578,18.700000762939453,8.899999618530273,138.3000030517578
2020-09-02,33.970001220703125,30.1299991607666,49.220001220703125,104.94000244140625,18.889999389648438,8.699999809265137,141.19000244140625
2020-09-03,33.209999084472656,29.40999984741211,48.38999938964844,101.95999908447266,18.479999542236328,8.699999809265137,137.36000061035156
2020-09-04,33.18000030517578,29.31999969482422,48.599998474121094,102.06999969482422,18.530000686645508,8.600000381469727,137.6300048828125
2020-09-08,32.02000045776367,28.299999237060547,47.93000030517578,99.9800033569336,17.489999771118164,8.899999618530273,134.5800018310547
2020-09-09,32.33000183105469,28.739999771118164,49.22999954223633,102.56999969482422,17.969999313354492,8.800000190734863,137.74000549316406
2020-09-10,32.25,29.139999389648438,48.70000076293945,101.12999725341797,17.719999313354492,8.800000190734863,136.5
2020-09-11,33.369998931884766,29.020000457763672,49.849998474121094,102.36000061035156,18.309999465942383,8.399999618530273,137.38999938964844
2020-09-14,33.689998626708984,28.969999313354492,50.09000015258789,103.63999938964844,18.1299991607666,8.5,139.49000549316406
2020-09-15,32.970001220703125,29.450000762939453,51.06999969482422,104.01000213623047,18.030000686645508,8.5,140.0800018310547
2020-09-16,33.349998474121094,29.229999542236328,49.70000076293945,103.87000274658203,18.100000381469727,8.399999618530273,140.0399932861328
2020-09-17,34.63999938964844,29.579999923706055,50.970001220703125,104.75,19.260000228881836,8.600000381469727,141.16000366210938
2020-09-18,34.0099983215332,28.989999771118164,50.369998931884766,103.0999984741211,19.260000228881836,8.600000381469727,138.72000122070312
2020-09-21,31.610000610351562,28.219999313354492,47.90999984741211,99.08000183105469,17.809999465942383,8.5,133.77999877929688
2020-09-22,31.25,28.09000015258789,47.79999923706055,99.12000274658203,18.049999237060547,8.399999618530273,133.88999938964844
2020-09-23,30.920000076293945,27.459999084472656,46.7400016784668,95.86000061035156,18.260000228881836,8.199999809265137,130.19000244140625
2020-09-24,30.690000534057617,27.6299991607666,46.40999984741211,96.5,18.81999969482422,7.800000190734863,130.9600067138672
2020-09-25,30.420000076293945,28.3799991607666,46.040000915527344,96.66999816894531,18.59000015258789,7.900000095367432,132.08999633789062
2020-09-28,30.950000762939453,28.969999313354492,47.47999954223633,98.56999969482422,18.469999313354492,8.199999809265137,134.30999755859375
2020-09-29,29.860000610351562,28.59000015258789,46.56999969482422,97.76000213623047,17.979999542236328,8.100000381469727,133.4600067138672
2020-09-30,30.709999084472656,28.809999465942383,47.04999923706055,98.75,18.270000457763672,8.699999809265137,134.61000061035156
2020-10-01,29.8799991607666,28.68000030517578,46.11000061035156,97.37999725341797,17.790000915527344,8.100000381469727,133.25999450683594
2020-10-02,30.56999969482422,29.3700008392334,47.310001373291016,98.3499984741211,18.309999465942383,8.199999809265137,134.52000427246094
2020-10-05,31.530000686645508,30.110000610351562,48.58000183105469,100.16000366210938,19.280000686645508,8.0,137.35000610351562
2020-10-06,31.290000915527344,30.09000015258789,47.880001068115234,98.94999694824219,18.829999923706055,8.100000381469727,135.67999267578125
2020-10-07,30.950000762939453,30.530000686645508,48.29999923706055,101.55999755859375,19.739999771118164,8.0,139.33999633789062
2020-10-08,31.860000610351562,32.33000183105469,49.380001068115234,102.33000183105469,19.719999313354492,8.199999809265137,140.91000366210938
2020-10-09,31.329999923706055,33.43000030517578,49.36000061035156,103.33000183105469,19.709999084472656,8.100000381469727,141.75
2020-10-12,29.520000457763672,33.59000015258789,48.58000183105469,102.91000366210938,19.34000015258789,7.800000190734863,141.72000122070312
2020-10-13,29.450000762939453,33.70000076293945,47.880001068115234,102.12999725341797,19.280000686645508,8.0,140.27999877929688
2020-10-14,29.809999465942383,33.81999969482422,48.83000183105469,102.5999984741211,19.309999465942383,7.800000190734863,141.08999633789062
2020-10-15,29.65999984741211,33.9900016784668,49.0099983215332,102.33999633789062,19.489999771118164,7.599999904632568,140.86000061035156
2020-10-16,29.280000686645508,34.08000183105469,49.29999923706055,102.73999786376953,19.139999389648438,7.800000190734863,141.75999450683594
2020-10-19,28.8799991607666,33.52000045776367,48.84000015258789,101.37999725341797,19.06999969482422,7.900000095367432,139.9199981689453
2020-10-20,28.059999465942383,33.06999969482422,49.34000015258789,101.9800033569336,18.84000015258789,7.599999904632568,140.3699951171875
2020-10-21,27.25,32.900001525878906,48.54999923706055,101.30000305175781,18.90999984741211,7.5,140.1699981689453
2020-10-22,27.920000076293945,33.130001068115234,48.81999969482422,101.95999908447266,18.709999084472656,7.5,140.80999755859375
2020-10-23,27.579999923706055,33.16999816894531,48.529998779296875,102.37000274658203,18.700000762939453,7.599999904632568,141.38999938964844
2020-10-26,26.829999923706055,32.709999084472656,47.150001525878906,99.79000091552734,18.149999618530273,7.400000095367432,137.91000366210938
2020-10-27,26.15999984741211,32.34000015258789,46.56999969482422,98.54000091552734,18.350000381469727,7.099999904632568,136.50999450683594
2020-10-28,25.709999084472656,31.860000610351562,45.18000030517578,95.23999786376953,18.06999969482422,6.699999809265137,132.4600067138672
2020-10-29,26.780000686645508,32.5,46.25,97.38999938964844,18.299999237060547,6.699999809265137,135.35000610351562
2020-10-30,27.610000610351562,32.97999954223633,45.4900016784668,97.30000305175781,18.5,6.5,135.07000732421875
2020-11-02,28.06999969482422,33.47999954223633,47.81999969482422,100.62000274658203,19.559999465942383,6.699999809265137,139.4600067138672
2020-11-03,27.020000457763672,32.93000030517578,48.72999954223633,101.88999938964844,17.190000534057617,6.5,141.7899932861328
2020-11-04,26.65999984741211,32.779998779296875,46.45000076293945,100.38999938964844,16.75,6.099999904632568,139.33999633789062
2020-11-05,27.34000015258789,33.939998626708984,48.970001220703125,104.94000244140625,17.170000076293945,6.800000190734863,145.07000732421875
2020-11-06,27.329999923706055,33.70000076293945,48.22999954223633,105.2699966430664,16.889999389648438,6.5,145.27000427246094
2020-11-09,28.959999084472656,34.63999938964844,52.119998931884766,108.5999984741211,17.0,6.5,148.44000244140625
2020-11-10,30.110000610351562,36.22999954223633,53.459999084472656,109.26000213623047,17.6200008392334,7.0,150.4199981689453
2020-11-11,30.549999237060547,36.630001068115234,52.209999084472656,107.27999877929688,17.649999618530273,7.0,148.35000610351562
2020-11-12,30.139999389648438,35.060001373291016,51.040000915527344,104.98999786376953,17.360000610351562,6.800000190734863,145.22000122070312
2020-11-13,30.889999389648438,36.0099983215332,51.970001220703125,107.16000366210938,18.020000457763672,7.400000095367432,148.13999938964844
2020-11-16,32.400001525878906,37.43000030517578,53.93000030517578,109.19000244140625,18.780000686645508,7.5,151.1300048828125
2020-11-17,32.220001220703125,37.02000045776367,54.47999954223633,108.54000091552734,18.959999084472656,7.599999904632568,150.6699981689453
2020-11-18,32.45000076293945,36.689998626708984,55.29999923706055,107.68000030517578,19.190000534057617,8.199999809265137,149.36000061035156
2020-11-19,32.150001525878906,36.959999084472656,55.34000015258789,108.05999755859375,19.579999923706055,7.800000190734863,149.9199981689453
2020-11-20,33.5,37.15999984741211,54.72999954223633,108.06999969482422,19.610000610351562,8.199999809265137,149.6999969482422
2020-11-23,35.81999969482422,37.790000915527344,55.939998626708984,109.41000366210938,20.540000915527344,8.5,151.2899932861328
2020-11-24,38.650001525878906,38.900001525878906,57.72999954223633,112.23999786376953,23.18000030517578,8.800000190734863,155.0500030517578
2020-11-25,38.16999816894531,38.58000183105469,56.43000030517578,110.69999694824219,22.56999969482422,8.989999771118164,153.25
